movie_title,content_rating,genres,directors,runtime,tomatometer_status,tomatometer_rating,audience_rating,tomatometer_top_critics_count
Adaptation,R,"Comedy, Drama",Spike Jonze,114,Certified-Fresh,91,85,41
Pinocchio,G,"Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy",Roberto Benigni,108,Rotten,0,32,18
Nicholas Nickleby,PG,Drama,Douglas McGrath,138,Certified-Fresh,78,75,35
The Gathering Storm,PG,"Drama, Television",Richard Loncraine,95,Fresh,83,82,2
Lockdown,R,"Drama, Mystery & Suspense",John Luessenhop,101,Rotten,58,79,5
The Hunted,R,"Action & Adventure, Mystery & Suspense",William Friedkin,94,Rotten,29,47,36
Down (The Shaft),R,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Dick Maas,110,Rotten,20,18,0
Avenging Angelo,R,"Action & Adventure, Comedy",Martyn Burke,96,Rotten,13,33,0
Anger Management,PG-13,Comedy,Peter Segal,106,Rotten,42,60,45
Devdas,PG,"Art House & International, Drama, Musical & Performing Arts, Romance",Sanjay Leela Bhansali,181,Fresh,89,88,4
Lift,R,"Drama, Mystery & Suspense","Khari Streeter, DeMane Davis",85,Rotten,50,70,3
Spellbound,G,"Documentary, Special Interest",Jeffrey Blitz,97,Certified-Fresh,97,83,33
Carrie,NR,Horror,David Carson,150,Rotten,20,50,5
Double Vision,R,"Action & Adventure, Art House & International, Horror, Musical & Performing Arts, Mystery & Suspense",Chen Kuo-fu,113,Fresh,60,44,0
Unconditional Love,PG-13,"Comedy, Drama, Musical & Performing Arts, Mystery & Suspense","P.J. Hogan, Jocelyn Moorhouse",121,Rotten,14,68,1
Le Divorce,PG-13,"Comedy, Drama, Romance",James Ivory,117,Rotten,36,26,40
Grind,PG-13,"Action & Adventure, Comedy",Casey La Scala,105,Rotten,8,79,27
Cabin Fever,R,"Horror, Mystery & Suspense",Eli Roth,94,Fresh,62,44,34
Luther,PG-13,"Drama, Faith & Spirituality",Eric Till,120,Rotten,45,74,22
Dummy,R,"Comedy, Drama",Greg Pritikin,90,Fresh,71,74,10
Suicide Club,R,"Art House & International, Horror, Mystery & Suspense",,95,Rotten,57,69,0
Good Boy!,PG,"Comedy, Kids & Family","John Robert Hoffman, John Hoffman",89,Rotten,44,40,30
House of the Dead,R,"Action & Adventure, Horror",Uwe Boll,90,Rotten,3,10,14
Mayor of the Sunset Strip,R,"Documentary, Musical & Performing Arts",George Hickenlooper,94,Certified-Fresh,87,76,30
The Missing,R,"Action & Adventure, Drama, Special Interest, Western",Ron Howard,135,Rotten,58,50,40
The Big Empty,R,"Action & Adventure, Comedy, Science Fiction & Fantasy",Steve Anderson,94,Fresh,71,48,1
Big Fish,PG-13,"Comedy, Drama",Tim Burton,125,Certified-Fresh,75,89,46
Highwaymen,R,"Action & Adventure, Drama, Horror, Mystery & Suspense",Robert Harmon,80,Rotten,13,37,3
American Gun,R,Drama,Alan Jacobs,89,Rotten,40,41,5
The Company,PG-13,"Art House & International, Drama, Musical & Performing Arts",Robert Altman,112,Fresh,72,49,34
Peter Pan,PG,"Kids & Family, Science Fiction & Fantasy",P.J. Hogan,113,Certified-Fresh,77,74,38
Torque,PG-13,Action & Adventure,Joseph Kahn,81,Rotten,23,41,32
112 Weddings,NR,"Documentary, Special Interest, Romance",Doug Block,95,Fresh,76,61,6
The Reckoning,R,"Documentary, Drama, Mystery & Suspense",Paul McGuigan,110,Rotten,39,56,34
The Girl Next Door,R,"Comedy, Drama",Luke Greenfield,108,Rotten,56,69,34
Ned Kelly,R,"Action & Adventure, Drama, Western",Gregor Jordan,109,Rotten,55,53,16
Envy,PG-13,"Action & Adventure, Comedy",Barry Levinson,99,Rotten,8,27,35
The Punisher,R,"Action & Adventure, Drama",Jonathan Hensleigh,124,Rotten,29,63,42
Valentin,PG-13,"Art House & International, Comedy, Drama",Alejandro Agresti,86,Fresh,61,93,27
The Terminal,PG-13,"Comedy, Drama",Steven Spielberg,128,Fresh,61,74,46
Madeleine,NR,"Classics, Drama",David Lean,101,Fresh,83,70,1
King Arthur,PG-13,"Action & Adventure, Drama",Antoine Fuqua,126,Rotten,31,59,41
Let's Get Frank,NR,"Documentary, Special Interest",Bart Everly,75,Rotten,54,44,7
Heartlands,PG-13,"Comedy, Drama",Damien O'Donnell,90,Fresh,60,79,2
7 Days in September,NR,"Documentary, Special Interest",Steven Rosenbaum,94,Fresh,100,80,3
Kal Ho Naa Ho,NR,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",Nikkhil Advani,187,Fresh,70,92,5
The 24th Day,R,"Drama, Horror",Tony Piccirillo,92,Rotten,27,58,8
Uncovered: The War on Iraq,NR,"Documentary, Special Interest","David O. Russell, Robert Greenwald",86,Certified-Fresh,78,69,22
Almost Peaceful,NR,"Art House & International, Drama",Michel Deville,94,Fresh,73,68,16
Lightning in a Bottle,PG-13,"Documentary, Musical & Performing Arts, Special Interest",Antoine Fuqua,109,Certified-Fresh,87,88,24
Pride and Prejudice,PG,"Comedy, Romance",Andrew Black,102,Fresh,66,56,8
Journey Into Amazing Caves,NR,"Documentary, Musical & Performing Arts, Special Interest",Steve Judson,39,Fresh,80,72,0
Late Night Shopping,NR,"Comedy, Drama",Saul Metzstein,91,Fresh,67,78,1
Black Cloud,PG-13,"Action & Adventure, Drama",Rick Schroder,97,Rotten,29,80,2
Lana's Rain,R,Drama,Michael S. Ojeda,107,Rotten,22,60,6
Spin,PG-13,Drama,James Redford,106,Rotten,43,69,1
Everyday People,NR,Drama,Jim McKay,91,Fresh,67,40,4
Beauty Shop,PG-13,Comedy,Bille Woodruff,105,Rotten,38,62,31
A Snake of June (Rokugatsu no hebi),R,"Art House & International, Drama, Mystery & Suspense",Shin'ya Tsukamoto,77,Fresh,60,73,1
Dead Birds,R,"Drama, Horror, Mystery & Suspense",Alex Turner,91,Rotten,50,40,0
Hostage,R,"Drama, Mystery & Suspense",Florent Emilio Siri,113,Rotten,35,62,41
Are We There Yet?,PG,"Action & Adventure, Comedy, Kids & Family, Romance",Brian Levant,94,Rotten,12,45,34
Hide and Seek,R,Mystery & Suspense,John Polson,100,Rotten,13,50,38
Sacred Planet,G,"Documentary, Drama, Special Interest",Jon Long,46,Rotten,58,62,12
Employee of the Month,R,Comedy,Mitch Rouse,97,Rotten,11,52,0
The Private Lives of Elizabeth and Essex,NR,"Classics, Drama, Romance",Michael Curtiz,106,Fresh,71,64,0
Union Square,R,"Documentary, Drama, Special Interest",Stephen J. Szklarski,90,Rotten,53,55,7
Cursed,R,Horror,Wes Craven,97,Rotten,17,30,17
Sky High,PG,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Mike Mitchell,100,Fresh,73,57,30
The Snow Walker,PG,"Action & Adventure, Drama",Charles Martin Smith,109,Fresh,86,78,3
Devour,R,Horror,David Winkler,90,Rotten,20,42,0
Appurushîdo (Appleseed),R,"Action & Adventure, Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",Shinji Aramaki,105,Rotten,25,74,18
Sahara,PG-13,"Action & Adventure, Drama",Breck Eisner,124,Rotten,38,53,38
Nightmare Alley,NR,"Classics, Drama",Edmund Goulding,111,Fresh,100,87,3
Arven (The Inheritance),NR,"Art House & International, Drama",Per Fly,107,Fresh,75,84,16
Moog,NR,"Documentary, Musical & Performing Arts",Hans Fjellestad,72,Rotten,29,43,8
Crash,R,Drama,Paul Haggis,112,Certified-Fresh,74,88,53
Antares,R,"Art House & International, Drama",Götz Spielmann,120,Rotten,0,57,2
The Honeymooners,PG,"Comedy, Drama, Television",John Schultz,90,Rotten,13,30,33
Stealth,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Rob Cohen,120,Rotten,12,40,33
The Muppets' Wizard of Oz,PG,"Kids & Family, Musical & Performing Arts",Kirk R. Thatcher,96,Rotten,30,36,0
No Direction Home: Bob Dylan,NR,"Documentary, Musical & Performing Arts",Martin Scorsese,207,Fresh,88,95,6
Bad Timing,R,Mystery & Suspense,Nicolas Roeg,123,Rotten,50,75,3
Pom Poko (Heisei tanuki gassen pompoko) (The Raccoon War),PG,"Animation, Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Isao Takahata,112,Fresh,85,77,1
The Skeleton Key,PG-13,"Drama, Horror, Mystery & Suspense, Romance",Iain Softley,104,Rotten,38,58,35
Red Eye,PG-13,"Action & Adventure, Mystery & Suspense",Wes Craven,85,Certified-Fresh,79,64,42
Wall (Mur),NR,"Art House & International, Documentary, Special Interest",Simone Bitton,96,Fresh,68,68,12
Bomb the System,R,"Action & Adventure, Drama",Adam Bhala Lough,91,Rotten,32,84,10
Hellbent,R,"Drama, Horror, Mystery & Suspense",Paul Etheredge,85,Rotten,48,41,13
Venom,R,"Horror, Mystery & Suspense",Jim Gillespie,86,Rotten,11,21,21
Capote,R,Drama,Bennett Miller,115,Certified-Fresh,90,82,43
Nine Lives,R,Drama,Rodrigo García,112,Certified-Fresh,75,67,26
Festival,NR,"Comedy, Drama, Musical & Performing Arts",Annie Griffin,107,Fresh,80,54,1
"Good Night, And Good Luck",PG,Drama,George Clooney,93,Certified-Fresh,93,83,51
Kids in America,PG-13,"Comedy, Documentary",Josh Stolberg,89,Rotten,17,65,17
Rent,PG-13,"Comedy, Musical & Performing Arts, Romance",Chris Columbus,135,Rotten,46,83,37
Jarhead,R,Drama,Sam Mendes,123,Fresh,61,68,48
Godzilla: Final Wars,PG-13,"Action & Adventure, Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",Ryuhei Kitamura,124,Rotten,50,70,1
The New World,PG-13,"Action & Adventure, Drama, Romance",Terrence Malick,149,Fresh,63,58,46
Pride and Prejudice,PG,"Comedy, Drama, Romance",Joe Wright,128,Certified-Fresh,86,89,42
The Ringer,PG-13,Comedy,Barry W. Blaustein,94,Rotten,40,68,28
Land of Plenty,NR,Drama,Wim Wenders,110,Fresh,62,62,8
Breakfast on Pluto,R,"Comedy, Drama",Neil Jordan,135,Rotten,57,80,33
Mystery of the Nile,NR,"Documentary, Special Interest",Jordi Llompart,47,Fresh,69,71,7
The Football Factory,R,"Action & Adventure, Art House & International, Comedy, Documentary, Drama",Nick Love,89,Rotten,38,83,3
Curious George,G,"Animation, Comedy, Kids & Family",Matthew O'Callaghan,87,Fresh,70,69,35
Big Momma's House 2,PG-13,Comedy,John Whitesell,99,Rotten,5,58,23
The Promise (Master of Crimson Armor) (Wu ji),PG-13,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",Kaige Chen,102,Rotten,31,44,27
Pariah,R,"Art House & International, Drama",Randolph Kret,105,Rotten,43,49,5
11:55,NR,Drama,"Ari J. Issler, Ben Snyder",80,Fresh,100,79,3
Hoodwinked,PG,"Animation, Comedy, Kids & Family","Cory Edwards, Todd Edwards, Tony Leech",81,Rotten,46,56,36
Glory Road,PG,"Drama, Sports & Fitness","James Garner, James Gartner",117,Rotten,55,81,35
Date Movie,PG-13,Comedy,"Jason Friedberg, Aaron Seltzer",82,Rotten,7,35,19
Why We Fight,PG-13,"Documentary, Special Interest",Eugene Jarecki,99,Certified-Fresh,78,88,36
Casanova,R,"Comedy, Drama, Romance",Lasse Hallstrom,111,Rotten,43,58,41
Doogal,G,"Animation, Kids & Family, Science Fiction & Fantasy","Frank Passingham, Dave Borthwick, Jean Duval, Jean-Philippe Duval",76,Rotten,8,22,17
Summer Storm (Sommersturm),R,"Art House & International, Comedy, Drama, Romance, Sports & Fitness","Marco Kreupainter, Marco Kreuzpaintner",98,Rotten,48,78,15
Adam & Steve,R,"Comedy, Drama",Craig Chester,99,Rotten,55,56,17
On a Clear Day,PG-13,"Comedy, Drama",Gaby Dellal,92,Fresh,68,72,27
Clean,R,"Art House & International, Drama",Olivier Assayas,111,Fresh,73,66,30
The Panic in Needle Park,PG,"Classics, Drama",Jerry Schatzberg,110,Fresh,85,75,4
London,R,Drama,Hunter Richards,90,Rotten,14,60,15
Little Fish,R,"Drama, Mystery & Suspense",Rowan Woods,113,Fresh,90,57,10
Evil (Ondskan),G,"Art House & International, Drama",Mikael Håfström,113,Fresh,68,87,14
The Devil and Daniel Johnston,PG-13,"Documentary, Musical & Performing Arts",Jeff Feuerzeig,110,Certified-Fresh,88,91,36
See No Evil,R,"Horror, Mystery & Suspense",Gregory Dark,84,Rotten,9,50,14
Marie Antoinette,PG-13,"Documentary, Drama",Sofia Coppola,123,Rotten,57,56,53
Goal! The Dream Begins (Goal!: The Impossible Dream),PG,"Drama, Sports & Fitness",Danny Cannon,121,Rotten,42,77,27
The Dark,R,"Horror, Mystery & Suspense","John Fawcett, Paul W.S. Anderson",92,Rotten,40,32,0
Sleeping Dogs Lie,R,"Comedy, Drama",Bobcat Goldthwait,89,Fresh,64,41,19
The Oh in Ohio,R,Comedy,"Billy Kent, Adam Wierzbianski",88,Rotten,23,35,26
Christmas in the Clouds,PG,"Comedy, Kids & Family, Romance",Kate Montgomery,94,Fresh,69,64,15
The Hoax,R,"Comedy, Drama",Lasse Hallstrom,115,Certified-Fresh,86,58,42
For Your Consideration,PG-13,Comedy,Christopher Guest,86,Rotten,52,43,51
Free Zone,NR,"Art House & International, Drama",Amos Gitai,90,Rotten,26,35,16
Standing Still,R,"Comedy, Drama",Matthew Cole Weiss,90,Rotten,36,37,9
Superhero Movie,PG-13,"Action & Adventure, Comedy",Craig Mazin,85,Rotten,17,32,15
The Blue Butterfly,PG,"Action & Adventure, Drama, Kids & Family",Léa Pool,96,Rotten,44,64,3
Straight Into Darkness,R,"Action & Adventure, Drama",Jeff Burr,95,Rotten,57,38,0
Look Both Ways,PG-13,"Comedy, Drama",Sarah Watt,100,Certified-Fresh,76,75,25
The Big White,R,"Comedy, Drama",Mark Mylod,105,Rotten,30,56,2
Bobby,R,Drama,Emilio Estevez,119,Rotten,47,72,50
Cavite,NR,"Art House & International, Horror, Mystery & Suspense","Ian Gamazon, Neill Dela Llana",78,Fresh,73,54,15
Land of the Blind,R,Drama,Robert Edwards,101,Rotten,17,63,11
Coastlines,R,Drama,Victor Nuñez,119,Rotten,48,28,15
A Slight Case of Murder,NR,"Classics, Comedy, Drama",Lloyd Bacon,85,Fresh,80,74,0
Unconscious,R,"Art House & International, Comedy, Drama, Mystery & Suspense",Bradley Wigor,108,Fresh,85,87,10
Home,NR,"Comedy, Documentary, Drama, Special Interest","Jeffrey Togman, Jeffrey M. Togman",,Rotten,38,40,4
The Breed,R,Horror,"Nick Mastandrea, Nicholas Mastandea, Nicholas Mastandrea",90,Rotten,27,29,6
Stupidity,NR,"Documentary, Special Interest",Albert Nerenberg,62,Fresh,67,45,2
Voices of Iraq,NR,"Documentary, Special Interest",Martin Kunert,79,Fresh,60,84,12
Trade,R,"Drama, Mystery & Suspense",Marco Kreuzpaintner,119,Rotten,33,74,30
Abominable,R,Horror,Ryan Schifrin,94,Fresh,67,41,3
Rest Stop,R,Horror,John Shiban,92,Rotten,0,29,0
Red Doors,R,"Comedy, Drama",Georgia Lee,91,Fresh,61,71,11
Pizza,PG-13,Comedy,Mark Christopher,93,Rotten,31,51,7
The Woods,R,"Horror, Mystery & Suspense",Lucky McKee,100,Fresh,67,37,0
The Magus,PG,"Classics, Drama, Science Fiction & Fantasy",Guy Green,116,Rotten,40,53,2
Driving Lessons,PG-13,"Comedy, Drama",Jeremy Brock,98,Rotten,48,71,28
Ballets Russes,NR,"Documentary, Musical & Performing Arts","Dayna Goldfine, Daniel Geller",121,Certified-Fresh,92,81,22
Angel Rodriguez,R,"Art House & International, Drama, Television",Jim McKay,86,Fresh,83,11,2
Karla,R,"Drama, Mystery & Suspense",Joel Bender,102,Rotten,0,37,3
Death & Texas,R,"Comedy, Drama",Kevin DiNovis,78,Fresh,75,,3
Cocaine Angel,NR,"Art House & International, Drama",Michael Tully,,Fresh,60,53,3
The Invisible,PG-13,"Drama, Mystery & Suspense",David S. Goyer,102,Rotten,20,57,15
The Bridge,R,"Documentary, Drama",Eric Steel,95,Fresh,68,72,21
Conversations With God,PG,"Drama, Faith & Spirituality","Stephen Deutsch, Stephen Simon",109,Rotten,7,67,21
Perfect Stranger,R,"Drama, Mystery & Suspense",James Foley,109,Rotten,10,51,41
Vitus,PG,"Art House & International, Drama",Fredi M. Murer,120,Fresh,66,80,24
"Definitely, Maybe",PG-13,"Comedy, Romance",Adam Brooks,112,Certified-Fresh,70,72,40
Wanted,R,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Timur Bekmambetov,110,Certified-Fresh,71,69,44
Silk,R,"Drama, Romance","François Gérard, François Girard",109,Rotten,7,29,24
License to Wed,PG-13,"Comedy, Drama",Ken Kwapis,91,Rotten,7,53,37
Fred Claus,PG,Comedy,David Dobkin,116,Rotten,21,45,44
Antikörper (Antibodies),NR,"Drama, Horror, Mystery & Suspense",Christian Alvart,127,Fresh,67,71,10
Funny Games,R,Mystery & Suspense,Michael Haneke,112,Rotten,52,54,40
The Jane Austen Book Club,PG-13,"Comedy, Drama, Romance",Robin Swicord,106,Fresh,66,67,38
Fail Safe,NR,"Action & Adventure, Drama, Mystery & Suspense, Television","Stephen Frears, Martin A. Pasetta",97,Fresh,100,79,0
Lars and the Real Girl,PG-13,Comedy,Craig Gillespie,107,Certified-Fresh,81,84,42
Ghosts of Abu Ghraib,NR,"Documentary, Special Interest",Rory Kennedy,81,Fresh,100,91,3
Longford,NR,"Drama, Television",Tom Hooper,93,Fresh,100,86,3
A Simple Curve,NR,"Art House & International, Drama",Aubrey Nealon,92,Fresh,63,57,3
Tortilla Heaven,PG-13,Comedy,Judy Hecht Dumontet,97,Rotten,25,34,2
Madeinusa,NR,"Art House & International, Comedy, Drama",Claudia Llosa,103,Fresh,83,72,3
10 MPH,NR,"Documentary, Special Interest",Hunter Weeks,92,Fresh,80,64,1
Hurricane on the Bayou,NR,"Documentary, Special Interest",Greg MacGillivray,40,Fresh,85,64,10
In Debt We Trust,NR,"Documentary, Special Interest",Danny Schechter,89,Fresh,80,66,1
The Contract,R,"Drama, Mystery & Suspense",Bruce Beresford,97,Rotten,0,26,0
Descent,R,"Art House & International, Drama, Mystery & Suspense",Talia Lugacy,100,Rotten,35,33,14
Kannathil Muthamittal (A Peck on the Cheek),NR,"Art House & International, Drama",Mani Ratnam,135,Fresh,83,93,1
"Rally 'Round the Flag, Boys!",NR,"Classics, Comedy",Leo McCarey,106,Rotten,30,49,4
Hollywood Dreams,R,"Comedy, Drama",Henry Jaglom,101,Rotten,38,68,17
The Final Season,PG,"Art House & International, Drama",David Mickey Evans,113,Rotten,26,67,14
The Last Time,R,"Comedy, Drama",Michael Caleo,96,Rotten,35,39,7
Take,R,"Art House & International, Drama, Mystery & Suspense",Charles Oliver,99,Rotten,45,42,13
You Kill Me,R,"Comedy, Drama, Romance",John Dahl,92,Certified-Fresh,78,59,39
Amu,NR,Drama,Shonali Bose,102,Fresh,82,76,13
Splinter,R,"Action & Adventure, Mystery & Suspense",Michael D. Olmos,96,Rotten,43,28,2
11/8/2016,NR,Documentary,"Duane Andersen, Yung Chang, Garth Donovan, Vikram Gandhi, Raul Gasteazoro, Andrew Beck Grace, Jamie Goncalves, Alma Har'el, Daniel Junge, Alison Klayman, Martha Shane, Ciara Lacy, Elaine McMillion Sheldon, Bassam Tariq, Don Argott, Sheena M. Joyce, Petra Epperlein, Michael Tucker",104,Fresh,75,61,6
As You Like It,PG,"Comedy, Drama, Romance",Kenneth Branagh,127,Rotten,36,49,7
The Hunting Party,R,"Action & Adventure, Comedy, Mystery & Suspense",Richard Shepard,103,Rotten,55,67,30
Michael Moore Hates America,R,"Art House & International, Documentary, Drama, Special Interest, Television",Mike Wilson,92,Fresh,75,59,4
Dirty Laundry,PG-13,"Art House & International, Comedy, Documentary, Drama, Special Interest",Maurice Jamal,107,Rotten,50,68,6
Evil Aliens,R,"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",Jake West,92,Rotten,50,53,2
The Burning,R,Horror,Tony Maylam,90,Fresh,80,61,0
Alvin and the Chipmunks,PG,"Animation, Comedy, Kids & Family",Tim Hill,91,Rotten,28,64,35
The Unknown Soldier,NR,"Art House & International, Documentary, Special Interest",Michael Verhoeven,97,Fresh,60,80,3
Dear Pillow,NR,"Art House & International, Drama",Bryan Poyser,85,Fresh,100,75,0
Coffee Date,NR,"Comedy, Drama",Stewart Wade,94,Rotten,50,61,8
The Express,PG,Drama,Gary Fleder,129,Fresh,62,75,39
The Rape of Europa,NR,"Documentary, Musical & Performing Arts","Richard Berge, Bonni Cohen, Nicole Newnham",117,Certified-Fresh,82,92,21
Broken,R,"Drama, Mystery & Suspense",Alan White,97,Rotten,12,32,10
Itty Bitty Titty Committee,NR,"Comedy, Gay & Lesbian",Jamie Babbit,87,Rotten,38,56,1
Strange Culture,NR,"Documentary, Drama, Special Interest","Lynn Hershman-Leeson, Lynn Hershman-Leeson",75,Fresh,91,60,10
Blindness,R,"Drama, Mystery & Suspense",Fernando Meirelles,120,Rotten,43,47,44
Mad Money,PG-13,"Comedy, Drama",Callie Khouri,103,Rotten,22,48,35
The Haunting in Connecticut,PG-13,"Horror, Mystery & Suspense",Peter Cornwell,92,Rotten,17,45,29
Billy the Kid,NR,"Documentary, Special Interest",Jennifer Venditti,85,Fresh,81,86,11
Tenderness,R,"Art House & International, Drama",John Polson,101,Rotten,40,22,5
Angels & Demons,PG-13,"Drama, Mystery & Suspense",Ron Howard,138,Rotten,37,57,58
The Lovely Bones,PG-13,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Peter Jackson,136,Rotten,32,52,58
Shelter,R,"Drama, Romance",Jonah Markowitz,97,Fresh,60,85,7
The Great Buck Howard,PG,"Comedy, Drama",Sean McGinly,90,Fresh,71,49,31
The Bank Job,R,"Drama, Mystery & Suspense",Roger Donaldson,111,Certified-Fresh,79,74,41
Zack and Miri Make a Porno,R,"Comedy, Drama, Romance",Kevin Smith,101,Fresh,66,66,51
Blood Creek,R,"Drama, Horror",Joel Schumacher,90,Rotten,43,30,0
Over Her Dead Body,PG-13,"Comedy, Science Fiction & Fantasy, Romance",Jeff Lowell,95,Rotten,15,42,37
Imagine That,PG,Comedy,Karey Kirkpatrick,107,Rotten,40,40,34
Ghost Town,PG-13,"Comedy, Documentary, Science Fiction & Fantasy, Special Interest",David Koepp,103,Certified-Fresh,85,60,49
College,R,Comedy,Deb Hagan,94,Rotten,5,27,14
Changeling,R,"Drama, Mystery & Suspense",Clint Eastwood,141,Fresh,62,82,52
L.A. Twister,R,"Comedy, Drama",Sven Pape,92,Rotten,13,33,6
Life is a Bed of Roses,PG,"Art House & International, Comedy, Drama",Alain Resnais,110,Fresh,78,44,3
What Love Is,R,Comedy,Mars Callahan,88,Rotten,15,55,8
No Smoking,NR,"Art House & International, Comedy",Anurag Kashyap,128,Rotten,46,62,8
Mister Lonely,NR,"Art House & International, Comedy, Drama, Special Interest",Harmony Korine,112,Rotten,47,57,29
Hell Ride,R,"Action & Adventure, Drama, Mystery & Suspense",Larry Bishop,84,Rotten,10,30,21
Partition,R,"Classics, Drama",Vic Sarin,116,Rotten,38,73,9
Smart People,R,"Comedy, Drama, Romance",Noam Murro,94,Rotten,49,39,43
The Cottage,R,Horror,Paul Andrew Williams,92,Fresh,72,45,6
State of Play,PG-13,"Drama, Mystery & Suspense",Kevin Macdonald,127,Certified-Fresh,84,73,56
All Hat,R,"Action & Adventure, Western",Leonard Farlinger,89,Rotten,20,18,2
Trumbo,PG-13,"Documentary, Television",Peter Askin,96,Certified-Fresh,83,78,21
Deal,PG-13,Drama,Gil Cates Jr.,88,Rotten,3,38,9
Chapter 27,R,Drama,J.P. Schaefer,84,Rotten,18,37,20
Step Brothers,R,Comedy,Adam McKay,95,Rotten,55,69,51
Botched,NR,"Comedy, Horror, Mystery & Suspense",Kit Ryan,100,Rotten,25,44,3
Noise,R,"Comedy, Drama",Henry Bean,87,Rotten,58,60,18
Burning the Future: Coal in America,NR,"Documentary, Special Interest",David Novack,89,Fresh,88,75,4
Miss Conception,R,"Art House & International, Comedy, Romance",Eric Styles,94,Rotten,8,19,5
Elegy,R,Drama,Isabel Coixet,111,Certified-Fresh,75,61,41
The Take,R,"Action & Adventure, Drama, Mystery & Suspense",Brad Furman,96,Fresh,85,48,6
All in This Tea,NR,"Documentary, Special Interest","Les Blank, Gina Leibrecht",70,Fresh,83,80,5
Ice Age: Dawn of the Dinosaurs (Ice Age 3),PG,"Action & Adventure, Animation, Comedy, Kids & Family",,94,Rotten,46,62,46
High School Musical 3: Senior Year,G,Musical & Performing Arts,Kenny Ortega,112,Fresh,63,72,39
Heart of the Beholder,R,"Drama, Faith & Spirituality",Ken Tipton,106,Fresh,83,56,0
Fanaa,NR,"Art House & International, Drama, Musical & Performing Arts, Romance",Kunal Kohli,168,Fresh,100,78,3
Encounters at the End of the World,G,Documentary,Werner Herzog,99,Certified-Fresh,94,83,37
Phoebe in Wonderland,PG-13,"Drama, Science Fiction & Fantasy",Daniel Barnz,96,Fresh,61,70,21
Love and Other Disasters,R,"Comedy, Romance",Alek Keshishian,91,Rotten,20,57,2
Bunt. Delo Litvinenko (Poisoned by Polonium: The Litvinenko File) (Rebellion: The Litvinenko Case),NR,"Documentary, Special Interest",Andrei Nekrasov,9,,,,7
Salaam Namaste,NR,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",Siddharth Anand,157,Fresh,83,75,2
The Wolfman,R,"Horror, Mystery & Suspense",Joe Johnston,102,Rotten,34,33,41
Happy-Go-Lucky,R,"Art House & International, Comedy, Drama",Mike Leigh,118,Certified-Fresh,92,67,47
Viva,R,"Art House & International, Comedy, Drama, Musical & Performing Arts",Anna Biller,120,Fresh,62,39,19
My Winnipeg,NR,"Documentary, Special Interest",Guy Maddin,80,Certified-Fresh,95,77,31
Space Chimps,G,"Action & Adventure, Animation, Comedy, Kids & Family",Kirk DeMicco,81,Rotten,33,33,29
Hounddog,R,"Drama, Musical & Performing Arts",Deborah Kampmeier,93,Rotten,15,48,24
Never Forever,R,"Art House & International, Drama",Gina Kim,90,Fresh,80,71,10
The Princess and the Frog,G,"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance","John Musker, Ron Clements",95,Certified-Fresh,85,74,50
Cloudy With a Chance of Meatballs,PG,"Animation, Comedy, Kids & Family","Chris Miller, Christopher Miller, Phil Lord",90,Certified-Fresh,86,72,38
Lou Reed's Berlin,PG-13,"Documentary, Musical & Performing Arts","Julian Schnabel, Alejandro Garmendia",81,Fresh,78,85,15
Patti Smith: Dream of Life,NR,"Documentary, Musical & Performing Arts",Steven Sebring,109,Fresh,67,76,20
Lakeview Terrace,PG-13,"Drama, Mystery & Suspense",Neil LaBute,106,Rotten,44,39,45
Quarantine,R,"Horror, Mystery & Suspense",John Erick Dowdle,89,Rotten,56,44,18
Reprise,R,"Comedy, Drama",Joachim Trier,105,Certified-Fresh,88,84,35
Before the Rains,PG-13,Drama,Santosh Sivan,98,Rotten,49,50,28
My Name Is Bruce,R,"Comedy, Horror",Bruce Campbell,86,Rotten,38,48,12
Mirrors,R,"Horror, Mystery & Suspense",Alexandre Aja,112,Rotten,15,44,20
Trapped Ashes,R,Horror,"Joe Dante, Ken Russell, Sean S. Cunningham, Monte Hellman, John Gaeta",105,Rotten,33,14,6
"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies)",NR,"Action & Adventure, Art House & International, Comedy",Michel Hazanavicius,99,Certified-Fresh,77,75,20
Hofshat Kaits (My Father My Lord),NR,"Art House & International, Drama",David Volach,74,Fresh,95,75,18
Ballast,NR,"Art House & International, Drama",Lance Hammer,96,Certified-Fresh,92,71,27
Paris,R,"Art House & International, Comedy, Drama, Romance",Cédric Klapisch,128,Fresh,66,66,26
